location_id,lat,lon,crime_score,walk_score,NatWalkInd,light_count,light_score,safety_score,safe_label
sd_43,32.55,-117.0435000000001,0.6677393130546712,0.8125000000334821,16.16666667,11,0.06111111111111111,0.5522724343134838,1
sd_44,32.55,-117.0380000000001,0.6677393130546712,0.3660714284882015,,18,0.1,0.450387513649386,0
sd_45,32.55,-117.0325000000001,0.6677393130546712,0.3660714284882015,,1,0.005555555555555556,0.42677640253827487,0
sd_46,32.55,-117.0270000000001,0.8528216245511822,0.3660714284882015,,0,0.0,0.5179286693976415,0
sd_47,32.55,-117.0215000000001,0.8528216245511822,0.3660714284882015,,0,0.0,0.5179286693976415,0
sd_48,32.55,-117.0160000000001,0.8528216245511822,0.3660714284882015,,0,0.0,0.5179286693976415,0
sd_49,32.55,-117.0105000000001,0.8528216245511822,0.3660714284882015,,0,0.0,0.5179286693976415,0
sd_50,32.55,-117.00500000000011,0.8528216245511822,0.3660714284882015,,0,0.0,0.5179286693976415,0
sd_51,32.55,-116.99950000000011,0.8528216245511822,0.3660714284882015,,0,0.0,0.5179286693976415,0
sd_52,32.55,-116.99400000000011,0.8528216245511822,0.3660714284882015,,0,0.0,0.5179286693976415,0
sd_53,32.55,-116.98850000000012,0.8528216245511822,0.3660714284882015,,6,0.03333333333333333,0.5262620027309748,0
sd_54,32.55,-116.98300000000012,0.8528216245511822,0.3660714284882015,,12,0.06666666666666667,0.5345953360643082,0
sd_55,32.55,-116.97750000000012,0.8528216245511822,0.3660714284882015,,2,0.011111111111111112,0.5207064471754193,0
sd_56,32.55,-116.97200000000012,0.8528216245511822,0.3660714284882015,,7,0.03888888888888889,0.5276508916198637,0
sd_57,32.55,-116.96650000000012,0.8528216245511822,0.3660714284882015,,0,0.0,0.5179286693976415,0
sd_58,32.55,-116.96100000000013,0.8528216245511822,0.3660714284882015,,8,0.044444444444444446,0.5290397805087526,0
sd_59,32.55,-116.95550000000013,0.8528216245511822,0.3660714284882015,,2,0.011111111111111112,0.5207064471754193,0
sd_60,32.55,-116.95000000000013,0.8528216245511822,0.3660714284882015,,5,0.027777777777777776,0.5248731138420859,0
sd_61,32.55,-116.94450000000013,0.8528216245511822,0.3660714284882015,,2,0.011111111111111112,0.5207064471754193,0
sd_62,32.55,-116.93900000000014,0.8941806110697107,0.3660714284882015,,0,0.0,0.5386081626569057,1
sd_63,32.55,-116.93350000000014,0.8941806110697107,0.3660714284882015,,0,0.0,0.5386081626569057,1
sd_64,32.5545,-117.28,0.8941806110697107,0.3660714284882015,,0,0.0,0.5386081626569057,1
sd_65,32.5545,-117.2745,0.8941806110697107,0.3660714284882015,,0,0.0,0.5386081626569057,1
sd_66,32.5545,-117.269,0.8941806110697107,0.3660714284882015,,0,0.0,0.5386081626569057,1
sd_67,32.5545,-117.26350000000001,0.8941806110697107,0.3660714284882015,,0,0.0,0.5386081626569057,1
sd_68,32.5545,-117.25800000000001,0.8941806110697107,0.3660714284882015,,0,0.0,0.5386081626569057,1
sd_69,32.5545,-117.25250000000001,0.8941806110697107,0.3660714284882015,,0,0.0,0.5386081626569057,1
sd_70,32.5545,-117.24700000000001,0.8941806110697107,0.3660714284882015,,0,0.0,0.5386081626569057,1
sd_71,32.5545,-117.24150000000002,0.8941806110697107,0.3660714284882015,,0,0.0,0.5386081626569057,1
sd_72,32.5545,-117.23600000000002,0.8941806110697107,0.3660714284882015,,0,0.0,0.5386081626569057,1
sd_73,32.5545,-117.23050000000002,0.8941806110697107,0.3660714284882015,,0,0.0,0.5386081626569057,1
sd_74,32.5545,-117.22500000000002,0.8941806110697107,0.3660714284882015,,0,0.0,0.5386081626569057,1
sd_75,32.5545,-117.21950000000002,0.8941806110697107,0.3660714284882015,,0,0.0,0.5386081626569057,1
sd_76,32.5545,-117.21400000000003,0.8941806110697107,0.3660714284882015,,0,0.0,0.5386081626569057,1
sd_77,32.5545,-117.20850000000003,0.8941806110697107,0.0,1.0,0,0.0,0.44709030553485535,0
sd_78,32.5545,-117.20300000000003,0.8941806110697107,0.0,1.0,0,0.0,0.44709030553485535,0
sd_79,32.5545,-117.19750000000003,0.8941806110697107,0.0,1.0,0,0.0,0.44709030553485535,0
